Accession	EntryName	GeneID	TaxID	EnsemblGeneID	GeneSymbol	Description	Type
Q5VZT6	Q5VZT6_HUMAN	158297	9606	ENSG00000155875	SAXO1	stabilizer of axonemal microtubules 1	protein-coding
X6RAY8	X6RAY8_HUMAN	51073	9606	ENSG00000105364	MRPL4	mitochondrial ribosomal protein L4	protein-coding
A0A1B0GTX8	A0A1B0GTX8_HUMAN	785	9606	ENSG00000182389	CACNB4	calcium voltage-gated channel auxiliary subunit beta 4	protein-coding
E7EPC8	E7EPC8_HUMAN	1501	9606	ENSG00000169862	CTNND2	catenin delta 2	protein-coding
E9PLI7	E9PLI7_HUMAN	730087	9606	ENSG00000213967	ZNF726	zinc finger protein 726	protein-coding
E9PIG5	E9PIG5_HUMAN	29984	9606	ENSG00000173156	RHOD	ras homolog family member D	protein-coding
A0A087WVV1	A0A087WVV1_HUMAN	5690	9606	ENSG00000126067	PSMB2	proteasome 20S subunit beta 2	protein-coding
V9GYG7	V9GYG7_HUMAN	1184	9606	ENSG00000171365	CLCN5	chloride voltage-gated channel 5	protein-coding
A0A804HIQ1	A0A804HIQ1_HUMAN	26278	9606	ENSG00000151835	SACS	sacsin molecular chaperone	protein-coding
A0A7I2V3D6	A0A7I2V3D6_HUMAN	55870	9606	ENSG00000116539	ASH1L	ASH1 like histone lysine methyltransferase	protein-coding
K7ENT6	K7ENT6_HUMAN	7171	9606	ENSG00000167460	TPM4	tropomyosin 4	protein-coding
D6RI10	D6RI10_HUMAN	6691	9606	ENSG00000128040	SPINK2	serine peptidase inhibitor Kazal type 2	protein-coding
F8W6N3	F8W6N3_HUMAN	8314	9606	ENSG00000163930	BAP1	BRCA1 associated protein 1	protein-coding
A0A0C4DG21	A0A0C4DG21_HUMAN	10152	9606	ENSG00000138443	ABI2	abl interactor 2	protein-coding
C9J0Q5	C9J0Q5_HUMAN	9612	9606	ENSG00000196498	NCOR2	nuclear receptor corepressor 2	protein-coding
A0A7I2V3W8	A0A7I2V3W8_HUMAN	9520	9606	ENSG00000141279	NPEPPS	aminopeptidase puromycin sensitive	protein-coding
F5H670	F5H670_HUMAN	10795	9606	ENSG00000090612	ZNF268	zinc finger protein 268	protein-coding
A0A087WW23	A0A087WW23_HUMAN	241	9606	ENSG00000132965	ALOX5AP	arachidonate 5-lipoxygenase activating protein	protein-coding
A0A087WWT8	A0A087WWT8_HUMAN	78997	9606	ENSG00000124194	GDAP1L1	ganglioside induced differentiation associated protein 1 like 1	protein-coding
F8W1Z2	F8W1Z2_HUMAN	25875	9606	ENSG00000050426	LETMD1	LETM1 domain containing 1	protein-coding
S4R3N1	S4R3N1_HUMAN	100529241	9606	ENSG00000270757	HSPE1-MOB4	HSPE1-MOB4 readthrough	protein-coding
A0A0A6YYH9	A0A0A6YYH9_HUMAN	220869	9606	ENSG00000147996	CBWD5	COBW domain containing 5	protein-coding
A0A0A6YYH9	A0A0A6YYH9_HUMAN	445571	9606	ENSG00000147996	CBWD3	COBW domain containing 3	protein-coding
E9PNI7	E9PNI7_HUMAN	84875	9606	ENSG00000178685	PARP10	poly(ADP-ribose) polymerase family member 10	protein-coding
A0A0A0MSI9	A0A0A0MSI9_HUMAN	4615	9606	ENSG00000172936	MYD88	MYD88 innate immune signal transduction adaptor	protein-coding
F5H2N6	F5H2N6_HUMAN	57691	9606	ENSG00000168116	KIAA1586	KIAA1586	protein-coding
A8MYS5	A8MYS5_HUMAN	27315	9606	ENSG00000148985	PGAP2	post-GPI attachment to proteins 2	protein-coding
A0A087WYR0	A0A087WYR0_HUMAN	6728	9606	ENSG00000153037	SRP19	signal recognition particle 19	protein-coding
A0A1B0GU51	A0A1B0GU51_HUMAN	56967	9606	ENSG00000227051	C14orf132	chromosome 14 open reading frame 132	protein-coding
M0R1D2	M0R1D2_HUMAN	9535	9606	ENSG00000130755	GMFG	glia maturation factor gamma	protein-coding
C9J827	C9J827_HUMAN	81552	9606	ENSG00000154978	VOPP1	VOPP1 WW domain binding protein	protein-coding
E7EN44	E7EN44_HUMAN	83752	9606	ENSG00000102910	LONP2	lon peptidase 2, peroxisomal	protein-coding
C9JRM1	C9JRM1_HUMAN	387	9606	ENSG00000067560	RHOA	ras homolog family member A	protein-coding
F5GXF0	F5GXF0_HUMAN	3164	9606	ENSG00000123358	NR4A1	nuclear receptor subfamily 4 group A member 1	protein-coding
F5H7L3	F5H7L3_HUMAN	10795	9606	ENSG00000090612	ZNF268	zinc finger protein 268	protein-coding
F8VUJ3	F8VUJ3_HUMAN	100528030	9606	ENSG00000259075	POC1B-GALNT4	POC1B-GALNT4 readthrough	protein-coding
Q5JXI2	Q5JXI2_HUMAN	2273	9606	ENSG00000022267	FHL1	four and a half LIM domains 1	protein-coding
A0A1B0GTK7	A0A1B0GTK7_HUMAN	3274	9606	ENSG00000113749	HRH2	histamine receptor H2	protein-coding
B8ZZE5	B8ZZE5_HUMAN	84417	9606	ENSG00000119147	ECRG4	ECRG4 augurin precursor	protein-coding
F5H2B5	F5H2B5_HUMAN	122618	9606	ENSG00000166428	PLD4	phospholipase D family member 4	protein-coding
F5H6W4	F5H6W4_HUMAN	64844	9606	ENSG00000136536	MARCHF7	membrane associated ring-CH-type finger 7	protein-coding
A0A087WV00	A0A087WV00_HUMAN	9162	9606	ENSG00000157680	DGKI	diacylglycerol kinase iota	protein-coding
A0A087X1B1	A0A087X1B1_HUMAN	8517	9606	ENSG00000269335	IKBKG	inhibitor of nuclear factor kappa B kinase regulatory subunit gamma	protein-coding
J3KNJ7	J3KNJ7_HUMAN	64863	9606	ENSG00000101574	METTL4	methyltransferase like 4	protein-coding
H0YM30	H0YM30_HUMAN	342184	9606	ENSG00000248905	FMN1	formin 1	protein-coding
A8MRA7	A8MRA7_HUMAN	64756	9606	ENSG00000123472	ATPAF1	ATP synthase mitochondrial F1 complex assembly factor 1	protein-coding
A0A0J9YXN7	A0A0J9YXN7_HUMAN	729359	9606	ENSG00000167676	PLIN4	perilipin 4	protein-coding
A0A286YFD7	A0A286YFD7_HUMAN	5602	9606	ENSG00000109339	MAPK10	mitogen-activated protein kinase 10	protein-coding
A0A7P0Z4L8	A0A7P0Z4L8_HUMAN	81616	9606	ENSG00000130377	ACSBG2	acyl-CoA synthetase bubblegum family member 2	protein-coding
A0A7I2V5U0	A0A7I2V5U0_HUMAN	19	9606	ENSG00000165029	ABCA1	ATP binding cassette subfamily A member 1	protein-coding
A0A3B3ISZ1	A0A3B3ISZ1_HUMAN	440279	9606	ENSG00000137766	UNC13C	unc-13 homolog C	protein-coding
A0A3B3ITD7	A0A3B3ITD7_HUMAN	55093	9606	ENSG00000156795	NTAQ1	N-terminal glutamine amidase 1	protein-coding
A0A7P0T9K5	A0A7P0T9K5_HUMAN	23152	9606	ENSG00000079432	CIC	capicua transcriptional repressor	protein-coding
A0A494C0X7	A0A494C0X7_HUMAN	3689	9606	ENSG00000160255	ITGB2	integrin subunit beta 2	protein-coding
A0A499FJM0	A0A499FJM0_HUMAN	126549	9606	ENSG00000160117	ANKLE1	ankyrin repeat and LEM domain containing 1	protein-coding
A0A2R8YFE3	A0A2R8YFE3_HUMAN	6506	9606	ENSG00000110436	SLC1A2	solute carrier family 1 member 2	protein-coding
A0A804HIJ8	A0A804HIJ8_HUMAN	775	9606	ENSG00000151067	CACNA1C	calcium voltage-gated channel subunit alpha1 C	protein-coding
A0A7P0T938	A0A7P0T938_HUMAN	84162	9606	ENSG00000138688	KIAA1109	KIAA1109	protein-coding
A0A7P0T8H0	A0A7P0T8H0_HUMAN	51296	9606	ENSG00000110446	SLC15A3	solute carrier family 15 member 3	protein-coding
A2A393	A2A393_HUMAN	389799	9606	ENSG00000188523	CFAP77	cilia and flagella associated protein 77	protein-coding
E9PCN2	E9PCN2_HUMAN	2983	9606	ENSG00000061918	GUCY1B1	guanylate cyclase 1 soluble subunit beta 1	protein-coding
E5RJ36	E5RJ36_HUMAN	137886	9606	ENSG00000215114	UBXN2B	UBX domain protein 2B	protein-coding
Q5SR67	Q5SR67_HUMAN	55974	9606	ENSG00000169241	SLC50A1	solute carrier family 50 member 1	protein-coding
A0A087WTY6	A0A087WTY6_HUMAN	4681	9606	ENSG00000158747	NBL1	NBL1, DAN family BMP antagonist	protein-coding
F5H6I3	F5H6I3_HUMAN	4745	9606	ENSG00000165973	NELL1	neural EGFL like 1	protein-coding
A0A7D9NKC8	A0A7D9NKC8_HUMAN	10152	9606	ENSG00000138443	ABI2	abl interactor 2	protein-coding
S4R453	S4R453_HUMAN	3778	9606	ENSG00000156113	KCNMA1	potassium calcium-activated channel subfamily M alpha 1	protein-coding
A0A0A0MS47	A0A0A0MS47_HUMAN	93377	9606	ENSG00000197430	OPALIN	oligodendrocytic myelin paranodal and inner loop protein	protein-coding
F5H686	F5H686_HUMAN	79785	9606	ENSG00000111404	RERGL	RERG like	protein-coding
A0A087WT04	A0A087WT04_HUMAN	100527963	9606	ENSG00000260238	PMF1-BGLAP	PMF1-BGLAP readthrough	protein-coding
A0A0B4J2A0	A0A0B4J2A0_HUMAN	23729	9606	ENSG00000262304	SHPK	sedoheptulokinase	protein-coding
A0A096LPJ3	A0A096LPJ3_HUMAN	2873	9606	ENSG00000169727	GPS1	G protein pathway suppressor 1	protein-coding
A0A087WZG9	A0A087WZG9_HUMAN	23089	9606	ENSG00000242265	PEG10	paternally expressed 10	protein-coding
X6R8P6	X6R8P6_HUMAN	58493	9606	ENSG00000148153	INIP	INTS3 and NABP interacting protein	protein-coding
F5H4Z8	F5H4Z8_HUMAN	7059	9606	ENSG00000169231	THBS3	thrombospondin 3	protein-coding
B1B154	B1B154_HUMAN	388743	9606	ENSG00000203697	CAPN8	calpain 8	protein-coding
Q5TA04	Q5TA04_HUMAN	80217	9606	ENSG00000197748	CFAP43	cilia and flagella associated protein 43	protein-coding
A0A096LP69	A0A096LP69_HUMAN	4267	9606	ENSG00000002586	CD99	CD99 molecule (Xg blood group)	protein-coding
H7BXQ8	H7BXQ8_HUMAN	83787	9606	ENSG00000170632	ARMC10	armadillo repeat containing 10	protein-coding
V9GYW9	V9GYW9_HUMAN	1827	9606	ENSG00000159200	RCAN1	regulator of calcineurin 1	protein-coding
K7EME3	K7EME3_HUMAN	79088	9606	ENSG00000130818	ZNF426	zinc finger protein 426	protein-coding
A0A0C4DGL8	A0A0C4DGL8_HUMAN	3240	9606	ENSG00000257017	HP	haptoglobin	protein-coding
A0A087WT18	A0A087WT18_HUMAN	57179	9606	ENSG00000122203	KIAA1191	KIAA1191	protein-coding
M0R2B7	M0R2B7_HUMAN	5424	9606	ENSG00000062822	POLD1	DNA polymerase delta 1, catalytic subunit	protein-coding
A0A0U1RQD2	A0A0U1RQD2_HUMAN	91050	9606	ENSG00000181982	CCDC149	coiled-coil domain containing 149	protein-coding
U3KQ90	U3KQ90_HUMAN	8178	9606	ENSG00000105656	ELL	elongation factor for RNA polymerase II	protein-coding
A0A2R8Y739	A0A2R8Y739_HUMAN	5456	9606	ENSG00000196767	POU3F4	POU class 3 homeobox 4	protein-coding
A0A7I2V3S7	A0A7I2V3S7_HUMAN	596	9606	ENSG00000171791	BCL2	BCL2 apoptosis regulator	protein-coding
A0A5F9ZH72	A0A5F9ZH72_HUMAN	132	9606	ENSG00000156110	ADK	adenosine kinase	protein-coding
A0A494C0Z5	A0A494C0Z5_HUMAN	83452	9606	ENSG00000172007	RAB33B	RAB33B, member RAS oncogene family	protein-coding
A0A3F2YP85	A0A3F2YP85_HUMAN	4615	9606	ENSG00000172936	MYD88	MYD88 innate immune signal transduction adaptor	protein-coding
A0A804HK34	A0A804HK34_HUMAN	100128569	9606	ENSG00000183397	C19orf71	chromosome 19 open reading frame 71	protein-coding
J3QSH4	J3QSH4_HUMAN	7716	9606	ENSG00000136451	VEZF1	vascular endothelial zinc finger 1	protein-coding
E7EW84	E7EW84_HUMAN	54536	9606	ENSG00000138190	EXOC6	exocyst complex component 6	protein-coding
C9JY28	C9JY28_HUMAN	57128	9606	ENSG00000214113	LYRM4	LYR motif containing 4	protein-coding
C9JVQ0	C9JVQ0_HUMAN	6637	9606	ENSG00000143977	SNRPG	small nuclear ribonucleoprotein polypeptide G	protein-coding
X6R8W7	X6R8W7_HUMAN	5909	9606	ENSG00000076864	RAP1GAP	RAP1 GTPase activating protein	protein-coding
F5H2X7	F5H2X7_HUMAN	25792	9606	ENSG00000148337	CIZ1	CDKN1A interacting zinc finger protein 1	protein-coding
A0A0A0MSW9	A0A0A0MSW9_HUMAN	22996	9606	ENSG00000085831	TTC39A	tetratricopeptide repeat domain 39A	protein-coding
A8MU33	A8MU33_HUMAN	54558	9606	ENSG00000132122	SPATA6	spermatogenesis associated 6	protein-coding
A0A087X0U9	A0A087X0U9_HUMAN	9856	9606	ENSG00000137261	KIAA0319	KIAA0319	protein-coding
B5MBZ0	B5MBZ0_HUMAN	27436	9606	ENSG00000143924	EML4	EMAP like 4	protein-coding
E7EUP0	E7EUP0_HUMAN	23284	9606	ENSG00000150471	ADGRL3	adhesion G protein-coupled receptor L3	protein-coding
A0A804HJZ9	A0A804HJZ9_HUMAN	11011	9606	ENSG00000146872	TLK2	tousled like kinase 2	protein-coding
A0A087WVD9	A0A087WVD9_HUMAN	83606	9606	ENSG00000138867	GUCD1	guanylyl cyclase domain containing 1	protein-coding
C9JF66	C9JF66_HUMAN	50852	9606	ENSG00000163519	TRAT1	T cell receptor associated transmembrane adaptor 1	protein-coding
E5RH49	E5RH49_HUMAN	1482	9606	ENSG00000183072	NKX2-5	NK2 homeobox 5	protein-coding
A0A0A0MSI2	A0A0A0MSI2_HUMAN	1912	9606	ENSG00000134686	PHC2	polyhomeotic homolog 2	protein-coding
H0YLC2	H0YLC2_HUMAN	5685	9606	ENSG00000041357	PSMA4	proteasome 20S subunit alpha 4	protein-coding
A0A087WXP3	A0A087WXP3_HUMAN	3694	9606	ENSG00000115221	ITGB6	integrin subunit beta 6	protein-coding
A0A087WZ06	A0A087WZ06_HUMAN	6788	9606	ENSG00000104375	STK3	serine/threonine kinase 3	protein-coding
A0A087WY59	A0A087WY59_HUMAN	83480	9606	ENSG00000110060	PUS3	pseudouridine synthase 3	protein-coding
K3W4U1	K3W4U1_HUMAN	2208	9606	ENSG00000104921	FCER2	Fc fragment of IgE receptor II	protein-coding
E9PC49	E9PC49_HUMAN	23411	9606	ENSG00000096717	SIRT1	sirtuin 1	protein-coding
A0A087WYB9	A0A087WYB9_HUMAN	283985	9606	ENSG00000172782	FADS6	fatty acid desaturase 6	protein-coding
S4R3E6	S4R3E6_HUMAN	100129669	9606	ENSG00000205442	IZUMO3	IZUMO family member 3	protein-coding
A0A2R8Y872	A0A2R8Y872_HUMAN	91646	9606	ENSG00000173809	TDRD12	tudor domain containing 12	protein-coding
A0A3B3IRL4	A0A3B3IRL4_HUMAN	343450	9606	ENSG00000162687	KCNT2	potassium sodium-activated channel subfamily T member 2	protein-coding
A0A3B3ITU8	A0A3B3ITU8_HUMAN	3708	9606	ENSG00000150995	ITPR1	inositol 1,4,5-trisphosphate receptor type 1	protein-coding
A0A1W2PQG5	A0A1W2PQG5_HUMAN	102723547	9606	ENSG00000268902	CSAG2	CSAG family member 2	protein-coding
A0A0C4DH01	A0A0C4DH01_HUMAN	55718	9606	ENSG00000058600	POLR3E	RNA polymerase III subunit E	protein-coding
A0A087WTN9	A0A087WTN9_HUMAN	653145	9606	ENSG00000265190	ANXA8	annexin A8	protein-coding
D6RBA6	D6RBA6_HUMAN	132320	9606	ENSG00000151466	SCLT1	sodium channel and clathrin linker 1	protein-coding
A0A0A6YYA0	A0A0A6YYA0_HUMAN	100302736	9606	ENSG00000251201	TMED7-TICAM2	TMED7-TICAM2 readthrough	protein-coding
A0A0B4J202	A0A0B4J202_HUMAN	10874	9606	ENSG00000109255	NMU	neuromedin U	protein-coding
B1AP13	B1AP13_HUMAN	1604	9606	ENSG00000196352	CD55	CD55 molecule (Cromer blood group)	protein-coding
A6NHU9	A6NHU9_HUMAN	22941	9606	ENSG00000162105	SHANK2	SH3 and multiple ankyrin repeat domains 2	protein-coding
U3KQ85	U3KQ85_HUMAN	113246	9606	ENSG00000111678	C12orf57	chromosome 12 open reading frame 57	protein-coding
A0A0A0MSE9	A0A0A0MSE9_HUMAN	55041	9606	ENSG00000115762	PLEKHB2	pleckstrin homology domain containing B2	protein-coding
E7ESK9	E7ESK9_HUMAN	22979	9606	ENSG00000084710	EFR3B	EFR3 homolog B	protein-coding
E7EX28	E7EX28_HUMAN	375449	9606	ENSG00000069020	MAST4	microtubule associated serine/threonine kinase family member 4	protein-coding
A0A0A0MRA5	A0A0A0MRA5_HUMAN	11100	9606	ENSG00000105323	HNRNPUL1	heterogeneous nuclear ribonucleoprotein U like 1	protein-coding
A0A0A0MSI5	A0A0A0MSI5_HUMAN	128989	9606	ENSG00000183597	TANGO2	transport and golgi organization 2 homolog	protein-coding
A0A087WWV0	A0A087WWV0_HUMAN	59350	9606	ENSG00000171509	RXFP1	relaxin family peptide receptor 1	protein-coding
A0A087WZ19	A0A087WZ19_HUMAN	580	9606	ENSG00000138376	BARD1	BRCA1 associated RING domain 1	protein-coding
S4R434	S4R434_HUMAN	100527978	9606	ENSG00000271092	TLCD4-RWDD3	TLCD4-RWDD3 readthrough	protein-coding
K7ES52	K7ES52_HUMAN	7083	9606	ENSG00000167900	TK1	thymidine kinase 1	protein-coding
F8VU56	F8VU56_HUMAN	5787	9606	ENSG00000127329	PTPRB	protein tyrosine phosphatase receptor type B	protein-coding
F2Z2Y8	F2Z2Y8_HUMAN	54472	9606	ENSG00000078902	TOLLIP	toll interacting protein	protein-coding
A0A2R8YED2	A0A2R8YED2_HUMAN	731220	9606	ENSG00000196460	RFX8	RFX family member 8, lacking RFX DNA binding domain	protein-coding
A0A7I2V362	A0A7I2V362_HUMAN	23256	9606	ENSG00000092108	SCFD1	sec1 family domain containing 1	protein-coding
A0A2R8Y631	A0A2R8Y631_HUMAN	54212	9606	ENSG00000147481	SNTG1	syntrophin gamma 1	protein-coding
A0A7I2V5R1	A0A7I2V5R1_HUMAN	91754	9606	ENSG00000119638	NEK9	NIMA related kinase 9	protein-coding
E9PSF2	E9PSF2_HUMAN	6491	9606	ENSG00000123473	STIL	STIL centriolar assembly protein	protein-coding
A0A0A0MTU4	A0A0A0MTU4_HUMAN	283232	9606	ENSG00000177042	TMEM80	transmembrane protein 80	protein-coding
F5H4S8	F5H4S8_HUMAN	4772	9606	ENSG00000131196	NFATC1	nuclear factor of activated T cells 1	protein-coding
J9JIF5	J9JIF5_HUMAN	80319	9606	ENSG00000168772	CXXC4	CXXC finger protein 4	protein-coding
I3L202	I3L202_HUMAN	29800	9606	ENSG00000159714	ZDHHC1	zinc finger DHHC-type containing 1	protein-coding
F8W785	F8W785_HUMAN	27333	9606	ENSG00000173905	GOLIM4	golgi integral membrane protein 4	protein-coding
F8W8J5	F8W8J5_HUMAN	222008	9606	ENSG00000170419	VSTM2A	V-set and transmembrane domain containing 2A	protein-coding
A0A087WTF0	A0A087WTF0_HUMAN	138639	9606	ENSG00000158079	PTPDC1	protein tyrosine phosphatase domain containing 1	protein-coding
A0A0A0MQS9	A0A0A0MQS9_HUMAN	3910	9606	ENSG00000112769	LAMA4	laminin subunit alpha 4	protein-coding
E7EPI8	E7EPI8_HUMAN	84879	9606	ENSG00000168389	MFSD2A	major facilitator superfamily domain containing 2A	protein-coding
E7EWV1	E7EWV1_HUMAN	54872	9606	ENSG00000174227	PIGG	phosphatidylinositol glycan anchor biosynthesis class G	protein-coding
B8ZZI5	B8ZZI5_HUMAN	8576	9606	ENSG00000115661	STK16	serine/threonine kinase 16	protein-coding
A0A804HJA2	A0A804HJA2_HUMAN	7403	9606	ENSG00000147050	KDM6A	lysine demethylase 6A	protein-coding
A0A0B4J1R7	A0A0B4J1R7_HUMAN	119032	9606	ENSG00000270316	BORCS7	BLOC-1 related complex subunit 7	protein-coding
E9PKU7	E9PKU7_HUMAN	23193	9606	ENSG00000089597	GANAB	glucosidase II alpha subunit	protein-coding
A0A0A0MTF6	A0A0A0MTF6_HUMAN	254956	9606	ENSG00000185681	MORN5	MORN repeat containing 5	protein-coding
H0YK48	H0YK48_HUMAN	7168	9606	ENSG00000140416	TPM1	tropomyosin 1	protein-coding
A0A087WX35	A0A087WX35_HUMAN	79734	9606	ENSG00000100379	KCTD17	potassium channel tetramerization domain containing 17	protein-coding
A0A087X228	A0A087X228_HUMAN	944	9606	ENSG00000106952	TNFSF8	TNF superfamily member 8	protein-coding
A0A0B4J1S1	A0A0B4J1S1_HUMAN	4261	9606	ENSG00000179583	CIITA	class II major histocompatibility complex transactivator	protein-coding
J3QQS3	J3QQS3_HUMAN	92335	9606	ENSG00000266173	STRADA	STE20 related adaptor alpha	protein-coding
E7ERL8	E7ERL8_HUMAN	9378	9606	ENSG00000179915	NRXN1	neurexin 1	protein-coding
D6RBV5	D6RBV5_HUMAN	90624	9606	ENSG00000186687	LYRM7	LYR motif containing 7	protein-coding
D6RIE5	D6RIE5_HUMAN	57484	9606	ENSG00000170153	RNF150	ring finger protein 150	protein-coding
E7ETY7	E7ETY7_HUMAN	493869	9606	ENSG00000164294	GPX8	glutathione peroxidase 8 (putative)	protein-coding
A0A087X0J6	A0A087X0J6_HUMAN	84645	9606	ENSG00000128346	C22orf23	chromosome 22 open reading frame 23	protein-coding
C9JE98	C9JE98_HUMAN	9612	9606	ENSG00000196498	NCOR2	nuclear receptor corepressor 2	protein-coding
E9PAR0	E9PAR0_HUMAN	51303	9606	ENSG00000134285	FKBP11	FKBP prolyl isomerase 11	protein-coding
X6R8U7	X6R8U7_HUMAN	54942	9606	ENSG00000119328	ABITRAM	actin binding transcription modulator	protein-coding
I3L153	I3L153_HUMAN	79903	9606	ENSG00000122390	NAA60	N-alpha-acetyltransferase 60, NatF catalytic subunit	protein-coding
H0Y3S0	H0Y3S0_HUMAN	149998	9606	ENSG00000188992	LIPI	lipase I	protein-coding
Q5TCI8	Q5TCI8_HUMAN	4000	9606	ENSG00000160789	LMNA	lamin A/C	protein-coding
B1AMU0	B1AMU0_HUMAN	84287	9606	ENSG00000171307	ZDHHC16	zinc finger DHHC-type palmitoyltransferase 16	protein-coding
E9PF59	E9PF59_HUMAN	1804	9606	ENSG00000130226	DPP6	dipeptidyl peptidase like 6	protein-coding
E9PLC4	E9PLC4_HUMAN	81611	9606	ENSG00000143401	ANP32E	acidic nuclear phosphoprotein 32 family member E	protein-coding
E9PM53	E9PM53_HUMAN	4595	9606	ENSG00000132781	MUTYH	mutY DNA glycosylase	protein-coding
K7EKW2	K7EKW2_HUMAN	93145	9606	ENSG00000105088	OLFM2	olfactomedin 2	protein-coding
F8VPD4	F8VPD4_HUMAN	790	9606	ENSG00000084774	CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	protein-coding
H3BQI1	H3BQI1_HUMAN	83657	9606	ENSG00000168589	DYNLRB2	dynein light chain roadblock-type 2	protein-coding
C9J674	C9J674_HUMAN	91543	9606	ENSG00000134321	RSAD2	radical S-adenosyl methionine domain containing 2	protein-coding
E9PFE2	E9PFE2_HUMAN	9569	9606	ENSG00000006704	GTF2IRD1	GTF2I repeat domain containing 1	protein-coding
H0YIB8	H0YIB8_HUMAN	4938	9606	ENSG00000089127	OAS1	2'-5'-oligoadenylate synthetase 1	protein-coding
I3L4V0	I3L4V0_HUMAN	84316	9606	ENSG00000183011	NAA38	N-alpha-acetyltransferase 38, NatC auxiliary subunit	protein-coding
S4R381	S4R381_HUMAN	2263	9606	ENSG00000066468	FGFR2	fibroblast growth factor receptor 2	protein-coding
A6PVJ6	A6PVJ6_HUMAN	10616	9606	ENSG00000125826	RBCK1	RANBP2-type and C3HC4-type zinc finger containing 1	protein-coding
A0A087WZ51	A0A087WZ51_HUMAN	7165	9606	ENSG00000101150	TPD52L2	TPD52 like 2	protein-coding
A0A0G2JMU2	A0A0G2JMU2_HUMAN	102723502	9606	ENSG00000278699	LOC102723502	POTE ankyrin domain family member B-like	protein-coding
A0A1W2PR05	A0A1W2PR05_HUMAN	6324	9606	ENSG00000105711	SCN1B	sodium voltage-gated channel beta subunit 1	protein-coding
A0A2R8YEM9	A0A2R8YEM9_HUMAN	9881	9606	ENSG00000168016	TRANK1	tetratricopeptide repeat and ankyrin repeat containing 1	protein-coding
A0A3B3ITX9	A0A3B3ITX9_HUMAN	106865373	9606	ENSG00000285815	GET1-SH3BGR	GET1-SH3BGR readthrough	protein-coding
A0A3B3IT37	A0A3B3IT37_HUMAN	23127	9606	ENSG00000198756	COLGALT2	collagen beta(1-O)galactosyltransferase 2	protein-coding
A0A2R8Y4W1	A0A2R8Y4W1_HUMAN	6506	9606	ENSG00000110436	SLC1A2	solute carrier family 1 member 2	protein-coding
E9PCH5	E9PCH5_HUMAN	831	9606	ENSG00000153113	CAST	calpastatin	protein-coding
A6NGT6	A6NGT6_HUMAN	64591	9606	ENSG00000168757	TSPY2	testis specific protein Y-linked 2	protein-coding
H3BNP7	H3BNP7_HUMAN	1535	9606	ENSG00000051523	CYBA	cytochrome b-245 alpha chain	protein-coding
A0A087WX19	A0A087WX19_HUMAN	23288	9606	ENSG00000106012	IQCE	IQ motif containing E	protein-coding
A0A087WZ88	A0A087WZ88_HUMAN	6258	9606	ENSG00000143171	RXRG	retinoid X receptor gamma	protein-coding
A0A087WXV5	A0A087WXV5_HUMAN	5075	9606	ENSG00000125813	PAX1	paired box 1	protein-coding
A0A087WZT7	A0A087WZT7_HUMAN	2622	9606	ENSG00000141013	GAS8	growth arrest specific 8	protein-coding
A0A0A0MTS4	A0A0A0MTS4_HUMAN	84527	9606	ENSG00000188321	ZNF559	zinc finger protein 559	protein-coding
J3KR22	J3KR22_HUMAN	10462	9606	ENSG00000132514	CLEC10A	C-type lectin domain containing 10A	protein-coding
A0A0R4J2F2	A0A0R4J2F2_HUMAN	56650	9606	ENSG00000080822	CLDND1	claudin domain containing 1	protein-coding
A0A2R8Y7S4	A0A2R8Y7S4_HUMAN	159091	9606	ENSG00000156500	FAM122C	family with sequence similarity 122C	protein-coding
A0A3F2YNW8	A0A3F2YNW8_HUMAN	3708	9606	ENSG00000150995	ITPR1	inositol 1,4,5-trisphosphate receptor type 1	protein-coding
A0A7P0T7Z2	A0A7P0T7Z2_HUMAN	10564	9606	ENSG00000124198	ARFGEF2	ADP ribosylation factor guanine nucleotide exchange factor 2	protein-coding
A6NEM2	A6NEM2_HUMAN	3054	9606	ENSG00000172534	HCFC1	host cell factor C1	protein-coding
E7EQ69	E7EQ69_HUMAN	80218	9606	ENSG00000121579	NAA50	N-alpha-acetyltransferase 50, NatE catalytic subunit	protein-coding
A0A6Q8PGC9	A0A6Q8PGC9_HUMAN	286183	9606	ENSG00000185942	NKAIN3	sodium/potassium transporting ATPase interacting 3	protein-coding
F5GZ97	F5GZ97_HUMAN	51019	9606	ENSG00000120860	WASHC3	WASH complex subunit 3	protein-coding
F5H2D5	F5H2D5_HUMAN	51195	9606	ENSG00000108352	RAPGEFL1	Rap guanine nucleotide exchange factor like 1	protein-coding
F8W130	F8W130_HUMAN	10024	9606	ENSG00000135451	TROAP	trophinin associated protein	protein-coding
